0.0	1.00000e+00	0.0	0.0
1.00000e+00	1.00000e+00	0.0	1.43675e-19
2.00000e+00	1.00000e+00	0.0	2.62417e-17
3.00000e+00	1.00000e+00	0.0	8.41601e-15
4.00000e+00	1.00000e+00	0.0	3.93271e-12
5.00000e+00	1.00000e+00	0.0	4.06936e-10
6.00000e+00	1.00000e+00	0.0	8.62093e-09
7.00000e+00	1.00000e+00	0.0	3.79610e-08
8.00000e+00	1.00000e+00	0.0	2.75904e-08
9.00000e+00	1.00000e+00	0.0	1.08093e-08
1.00000e+01	1.00000e+00	0.0	4.38748e-08
1.10000e+01	1.00000e+00	0.0	1.74980e-08
1.20000e+01	1.00000e+00	0.0	3.51072e-08
1.30000e+01	1.00000e+00	0.0	3.85945e-08
1.40000e+01	1.00000e+00	0.0	2.11173e-08
1.50000e+01	1.00000e+00	0.0	4.87084e-08
1.60000e+01	1.00000e+00	0.0	2.40679e-08
1.70000e+01	1.00000e+00	0.0	3.13625e-08
1.80000e+01	1.00000e+00	0.0	3.29726e-08
1.90000e+01	1.00000e+00	0.0	1.40494e-08
2.00000e+01	1.00000e+00	0.0	3.34862e-08
2.10000e+01	1.00000e+00	0.0	1.63403e-08
2.20000e+01	1.00000e+00	0.0	2.19166e-08
2.30000e+01	1.00000e+00	0.0	2.89310e-08
2.40000e+01	1.00000e+00	0.0	1.83622e-08
2.50000e+01	1.00000e+00	0.0	3.36262e-08
2.60000e+01	1.00000e+00	0.0	2.67287e-08
2.70000e+01	1.00000e+00	0.0	3.13498e-08
2.80000e+01	1.00000e+00	0.0	3.81258e-08
2.90000e+01	1.00000e+00	0.0	3.09923e-08
3.00000e+01	1.00000e+00	0.0	3.48696e-08
3.10000e+01	1.00000e+00	0.0	2.92190e-08
3.20000e+01	1.00000e+00	0.0	2.70293e-08
3.30000e+01	1.00000e+00	0.0	2.74106e-08
3.40000e+01	1.00000e+00	0.0	2.36202e-08
3.50000e+01	1.00000e+00	0.0	2.17874e-08
3.60000e+01	1.00000e+00	0.0	2.24331e-08
