# CUDA_PROFILE_LOG_VERSION 1.3
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 Tesla C1060
method,gputime,cputime,occupancy,dynSmemPerBlock,staSmemPerBlock,registerPerThread,gld_coherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
initmem,1402.14,1418,1,0,32,2,0,684032,0,0,28512,0,105347,0,5344
initmem,1401.31,1413,1,0,32,2,0,684032,0,0,28496,0,107158,0,5344
initmem,1401.12,1413,1,0,32,2,0,684032,0,0,28496,0,107103,0,5344
initmem,1400.7,1413,1,0,32,2,0,684032,0,0,28512,0,107398,0,5344
initmem,1401.22,1413,1,0,32,2,0,683904,0,0,28496,0,106012,0,5343
initmem,1401.89,1413,1,0,32,2,0,684032,0,0,28496,0,105754,0,5344
memcopy,18406,19677,,,,
memcopy,18637.7,19403,,,,
memcopy,18635.5,19450,,,,
update_e,21472.2,21490,1,6152,112,12,2207544,2024832,0,0,226256,0,2151653,0,5308
update_src,9.152,22,0.312,0,40,26,19,76,0,0,30,0,582,0,1
update_h,18591.3,18605,1,6152,96,12,1697584,2024448,0,0,226240,0,2177353,0,5308
update_e,21507.8,21522,1,6152,112,12,2207224,2024448,0,0,226240,0,2148586,0,5308
update_src,9.024,22,0.312,0,40,26,0,0,0,0,0,0,0,0,0
update_h,18579.1,18593,1,6152,96,12,1697906,2024832,0,0,226368,0,2179040,0,5308
update_e,21503.4,21517,1,6152,112,12,2207544,2024832,0,0,226240,0,2153187,0,5308
update_src,8.832,22,0.312,0,40,26,19,76,0,0,0,0,0,0,1
update_h,18560.3,18574,1,6152,96,12,1697584,2024448,0,0,226368,0,2176403,0,5308
update_e,21455.5,21469,1,6152,112,12,2207224,2024448,0,0,226240,0,2151006,0,5308
update_src,8.8,22,0.312,0,40,26,0,0,0,0,0,0,0,0,0
update_h,18573.4,18587,1,6152,96,12,1697906,2024832,0,0,226256,0,2175271,0,5308
update_e,21487.7,21501,1,6152,112,12,2207544,2024832,0,0,226368,0,2151356,0,5308
update_src,8.704,22,0.312,0,40,26,19,76,0,0,0,0,0,0,1
update_h,18541.2,18554,1,6152,96,12,1697584,2024448,0,0,226240,0,2177821,0,5308
update_e,21469.4,21483,1,6152,112,12,2207224,2024448,0,0,226368,0,2148114,0,5308
update_src,8.8,22,0.312,0,40,26,0,0,0,0,0,0,0,0,0
update_h,18549.6,18563,1,6152,96,12,1697906,2024832,0,0,226240,0,2175374,0,5308
update_e,21477,21490,1,6152,112,12,2207544,2024832,0,0,226256,0,2151135,0,5308
update_src,8.608,22,0.312,0,40,26,19,76,0,0,30,0,590,0,1
update_h,18543.7,18557,1,6152,96,12,1697584,2024448,0,0,226240,0,2175030,0,5308
update_e,21486.5,21500,1,6152,112,12,2207224,2024448,0,0,226240,0,2149112,0,5308
update_src,8.512,22,0.312,0,40,26,0,0,0,0,0,0,0,0,0
update_h,18569.9,18583,1,6152,96,12,1697906,2024832,0,0,226368,0,2174569,0,5308
update_e,21485.6,21499,1,6152,112,12,2207544,2024832,0,0,226240,0,2150347,0,5308
update_src,8.544,21,0.312,0,40,26,19,76,0,0,0,0,0,0,1
update_h,18541.2,18554,1,6152,96,12,1697584,2024448,0,0,226368,0,2178037,0,5308
update_e,21498.8,21512,1,6152,112,12,2207224,2024448,0,0,226240,0,2153955,0,5308
update_src,8.128,21,0.312,0,40,26,0,0,0,0,0,0,0,0,0
update_h,18592.4,18605,1,6152,96,12,1697906,2024832,0,0,226256,0,2175674,0,5308
